person_id,paper_id
40046694,033275ccc2c7c5c38592ae893da0b5923cf90717
2216703472,459cf4e6476d5e19f1bc422c162bcded54ca7f95
2044319,4340043a5a43f1863e080e3fc717f863ad21b51d
1968180,1a85628dd645ea86b7c146613651fdb30bb32c1d
2772109,5abf79226a8ffa2dcf33ca98bfc36c8bb01cc4fc
2516234,59078a26c42e8609244f1c3e01f05af74a3773bf
2919642,1cbbe1a129c0d1f53d8e16ca74238334372507dc
2121691833,86e9b0585c8b866665de18b2744d69aefff3e16d
1403702365,a20e707395132f750fa958ebc0ea629b23b57bfe
1809608,d852660e15e82ae150dcde105639ba2c7d90f01f
40977242,703d49a335799262e474ed8fe6044cd641a9e00a
2772109,2d95c27d4ed8cfb8379164888cd79c6b239250b4
144658846,93e6ba25e4c45c3f204a09b6a6b8b02bd3596091
151121638,06424dcd3be195738b653d2ee4358d9974f4cb30
2064791867,bcca5c7e9180c4890936343d79e812cb16cbefb6
1419556433,0443c9a0fbb403d5e7d3593f5d286cb74ed0b490
2728740,c858ba9bce833896b49878a6793dbb382ed83c9e
103774486,f3e765ca2b8c4191759b141d2e5c42215ed9090d
2919642,689c7a86d973895a14feb984b8faa3d5581038ef
1699192,44ec06d911eed44ee99be61bd9ce964a824a2ed7
2271992963,8afa626901e6b77b3936b8eb64df4a5a538444a0
2478931,6ea38aacc779506909d425aa19114b92bb1854f8
2772109,59f1df2f60280eea79d195b9c561d52a77fb24de
150349792,1d0d84a1f4e8de75151d88bd152816f18109d032
31435894,6e87f544017f73670c44d9d0856340a289ff9e38
2054073851,659d8b24e53e8adfbcb1f16b26ada2cb8afa2c85
49061836,b8e30590ac81875a7fc4f7cfd425bd5148a72f5c
2066074494,c867c372ed78e27c53feaf788e74aa7506302bbe
144245703,d154d986c3a402c207c6c0e22093f2e1a878fe71
48528884,2be77516f6233a9d3ebbf93b439c3658d955d2e5
52561170,3876267a762615ac876df561b900aa6e564fc9b4
2335456,1f4bee77bb69b92dd16ce0c3ad0f477f4ecf1d30
35089024,39af4070dca3221d275898c55884167bc03fe73d
9766598,6e4e15ab0d55232b93e76ddecb6c969a0d18f853
36994619,647d0e540627c5a903299a90d20530f8e48c18d9
1752888049,13bd0e08713f0b340396634892d2c9e3c5bee548
1860924,e8505f6175585713aa7b785285b3abc4113b57ef
2070105034,1731458f7ac96b23bd8ffe4c1bb71295772b5566
3215556,8ada773522e0cc1b1a1b36b8e5d85417794a875f
23605695,4f873d5a3ab80402e206a361eeffd3b69f014db0
51229930,b3b64555a641afd3c8fc2da30bbb30b0b56e0c60
46207591,12b8af038d27defddc972c9bbcdf151b2594ee69
144392618,d47686fd5ce403fe962c80b651c8b130061a5d73
2082595527,e0fdd11f8ffe065081e2e4694a8855a766abe31a
40996948,620f78ee4a52c3f61e5600d5c354b2234d8f7858
40895294,006bd41c4a52c64445afdbc67182715a476e09c8
39592606,0134db5adf50c471906cbffa0d2f6a4fcbc0ae01
1410733743,f0dde44d5836ac8ae1d8a501b26317c952fe5abc
47010888,d7948ee13698eaa556716b4161202f8690e493ff
49839849,16a65dcd609d48f79a9a271377628fdae5315a62
9766598,f75f16b5cf0fc2e667d79a122190757bfccb0a3d
47010888,b374939320dcba4255a14637d36bbee785a2d860
1398238537,d427db1ba2cc92b36d16a5e5114f1027c90fff68
4047075,7549a6e03afdd42ae94c19235db076319eeb34f8
1804361,ae876b07435880d0359ca68b30af90b2e3193ad4
144668991,45063cf2e0116e700da5ca2863c8bb82ad4d64c2
32267146,e89c22555d5e20a14669522838029c6f49893c57
40892737,6cc4b0919f14bdcba4d3f1d97b04bd134bfb45c4
50378124,f51dfc161c98140d4156e512dd3b4f839cc7f491
9766598,f7a8573d4daa4083419a864ef7a8bf97bc0754e5
144668991,e7f1640a76bbfdf701e6cd4d81163be2eb97a4de
9613825,f3b0ca9d0c420e6c6bc24a5e9dd959e8c899b38e
34533996,42fe18be6e9ff2c11e5b2347c93e131c9abc7a51
3418946,91bd879d3fcbdb851c8442be47e7ee8fa4ef8586
2872113,19c284f50869970a31f45cbec20d2db90aa278e3
1403594377,6b98410fcea56a1d8368fe31384d2cacdcf78fdc
31435894,cdadc2aa758d3abc1f77add07232f21df9287162
2084117002,f6dc7097c06f58e93209f5cf14913c63dcfe183f
3019221,a31b391917fbfc24675fc13a6724fe61460b425a
2731035,5685a394b25fcb27b6ad91f7325f2e60a9892e2a
2078490339,9b3f2b73263ce06a6d61ef2ad9df7cce33e171f7
2982298,416292827584552604807411db7262d7c28257e6
51488437,325bbe2c92072b16645a5cded3b9eda3cb97660b
2064249638,e02acab3e0c44f425705865869f3e51f7998dd24
144668991,02808823641975868e3212fd7ae859514fdbdf32
34580886,c8df841db2bfe68fc7624f004217c0255f385063
2856719,0daa156e7b4168df25733ce58680dd15b539fa50
144668991,262fe2a2b5d1c0fa7feb63f3bf0c1fd81f1b7c80
3246503,acf5fce7472de410985d223d3ce1271a5014d1e7
9106917,45af864f2f9991eb9f9545fdec45ccf2adb5f0fa
39269062,d6b68954d6acddce319de327af65d164bdfc5543
2111034665,71ca3a6c98c8b60117d01f324487ea8bfe34c54b
14886336,342253053f72911edc54df84708f1c1a8db279b6
2110677374,ae63486b2791b301ea4f31b654579687b2f2f95a
47539394,f0c9fabba39fb5d471d6bd37f6d1c68811fef48b
2371988,5b0ade1a2ae06e9d8b51f2d5c424a0cdad847e8a
1772311,575c8ee3782f37dd0e7df8b9f3161ae3e7783b1c
31380655,8f6e3b466c4ecc6e0ff779e58cf1b885c7b09f11
1699192,2529bb021fda27e1b4012ea62d68c26fd53efcd3
21024202,ff784e951325b54f911c3c82bde5b3d6810459c3
2410119,2aac97b85bfb33c0bae35be23b02238c79a937d7
2102129,3b3df8387a7924c966c87662d4d2547e5c0fb662
2207401,217c25a7dc4380f12497edf4d7d013d11195c005
1699192,0e9882f5d9a4c0ee873f7806ffe645b0473377a7
1713172,0073395c4fec448b21963cf06ab01b671ccaaac3
2856719,a5170eb87547140ee2e9d89e12e49e64b5f1f7d5
2019538,205d1d5689f7327d909f6a4addb2f0d98ab7d17e
105033100,6300cd54e6ae992d87cb22ce536aa99a5f9e6ab4
34580886,6008ea0ff9406834436c2ab39dca17390f978a23
2102129,212d1c7cfad4d8dae39deb669337cb46b0274d78
2145774899,ccca203382e5dd198c089a0f1d7af7bef0f694e9
144605904,91b63db746becca15090963a8990dfe2b5103799
47666658,f117c6f12d067bd66dad40996b3931c069daa2da
3132693,bf5a42b53d156c0811e88e60d2a49f9fd9367cae
2855934,4b06c7e29280b1c6bc05c9df39023b48fef02c93
2269971203,85328b4a8132bf4299f8cd7f8e79e850d561c8fc
2416504,41d4e093d5f7ed5aae1aaa9eb6c037742e4cf9b1
46251839,cc017a62c605a0749e35a1264a46d62e78fb68b7
2348402835,1bc34cb22131554ba18f6ba9e6ede5beb42939f1
38818867,4e6bba65f7636a655c778a3e54cc58e148468963
2150744,38f5b53b49be555430f33b8363910191a3df1d14
2881033,1d174f0e3c391368d0f3384a144a6c7487f2a143
120550117,3a74bed911ccf213d9595b2b02a5b1c4ac4dcaf8
2139634153,178571a5cde984c895493e2eb6c5487449d055cf
2152634067,92fd5aaeacaa332a725e72647e20baec5c73b73d
2186480691,b904dcdbd7c7b33938583f2f57d05ca70e121ea9
50556355,1597449a7f64b6bd24639b4deab96c8a8c184177
2289710033,bf69c98fca9a9f6c1cde871beddbcdc668b77771
46584628,f12930cd5f58990badc1a7c5d2749cad004cfb0e
119723024,fe44200fed05f9a7c656f2245deded8fd5f5e1e6
34859953,94deb62af3054c49e7d80bd7eb3ed5efe990fc0b
144984672,b6b7fea1846e85ac1e3c7e3adda6e65b127d0368
1399003993,a0d18dddaa995b126ad373e33767b9b881d16b2f
2749823,752604994a7ca548ff2954114fc61a501d857b1c
134251468,8bba999de25bfb288b3f7f88e1d907aab02638b6
2143716975,456c011594ecacdd24298a161787389ccbe4b88b
50378979,8b417c2be7a7707f372049fb1193f0d42f799562
38608914,b34fc78de28be598e21118d7cb9d84d63374addc
