person_id,paper_id
3059861,033275ccc2c7c5c38592ae893da0b5923cf90717
51017707,033275ccc2c7c5c38592ae893da0b5923cf90717
2269971203,033275ccc2c7c5c38592ae893da0b5923cf90717
34580886,459cf4e6476d5e19f1bc422c162bcded54ca7f95
35043342,459cf4e6476d5e19f1bc422c162bcded54ca7f95
1821099,459cf4e6476d5e19f1bc422c162bcded54ca7f95
1702139,4340043a5a43f1863e080e3fc717f863ad21b51d
1696394,4340043a5a43f1863e080e3fc717f863ad21b51d
2285074747,4340043a5a43f1863e080e3fc717f863ad21b51d
144302930,1a85628dd645ea86b7c146613651fdb30bb32c1d
145002767,1a85628dd645ea86b7c146613651fdb30bb32c1d
2314246,1a85628dd645ea86b7c146613651fdb30bb32c1d
1482559324,5abf79226a8ffa2dcf33ca98bfc36c8bb01cc4fc
153909377,5abf79226a8ffa2dcf33ca98bfc36c8bb01cc4fc
143842962,5abf79226a8ffa2dcf33ca98bfc36c8bb01cc4fc
144186679,59078a26c42e8609244f1c3e01f05af74a3773bf
2589314,59078a26c42e8609244f1c3e01f05af74a3773bf
1389415257,59078a26c42e8609244f1c3e01f05af74a3773bf
2275848903,1cbbe1a129c0d1f53d8e16ca74238334372507dc
2478931,1cbbe1a129c0d1f53d8e16ca74238334372507dc
1684751,1cbbe1a129c0d1f53d8e16ca74238334372507dc
40892737,86e9b0585c8b866665de18b2744d69aefff3e16d
9613825,86e9b0585c8b866665de18b2744d69aefff3e16d
50846470,86e9b0585c8b866665de18b2744d69aefff3e16d
50663909,a20e707395132f750fa958ebc0ea629b23b57bfe
2125673249,a20e707395132f750fa958ebc0ea629b23b57bfe
2590886,a20e707395132f750fa958ebc0ea629b23b57bfe
2198707,d852660e15e82ae150dcde105639ba2c7d90f01f
2873542,d852660e15e82ae150dcde105639ba2c7d90f01f
143930319,d852660e15e82ae150dcde105639ba2c7d90f01f
2141377585,703d49a335799262e474ed8fe6044cd641a9e00a
38152929,703d49a335799262e474ed8fe6044cd641a9e00a
4047075,703d49a335799262e474ed8fe6044cd641a9e00a
10217996,2d95c27d4ed8cfb8379164888cd79c6b239250b4
2460428,2d95c27d4ed8cfb8379164888cd79c6b239250b4
2146248481,2d95c27d4ed8cfb8379164888cd79c6b239250b4
2685045,93e6ba25e4c45c3f204a09b6a6b8b02bd3596091
1897202,93e6ba25e4c45c3f204a09b6a6b8b02bd3596091
2141377585,93e6ba25e4c45c3f204a09b6a6b8b02bd3596091
2283098327,06424dcd3be195738b653d2ee4358d9974f4cb30
3009404,06424dcd3be195738b653d2ee4358d9974f4cb30
2371988,06424dcd3be195738b653d2ee4358d9974f4cb30
143906110,bcca5c7e9180c4890936343d79e812cb16cbefb6
2200758545,bcca5c7e9180c4890936343d79e812cb16cbefb6
2996242,bcca5c7e9180c4890936343d79e812cb16cbefb6
3470782,0443c9a0fbb403d5e7d3593f5d286cb74ed0b490
1785886,0443c9a0fbb403d5e7d3593f5d286cb74ed0b490
1864942,0443c9a0fbb403d5e7d3593f5d286cb74ed0b490
50561597,c858ba9bce833896b49878a6793dbb382ed83c9e
2070105034,c858ba9bce833896b49878a6793dbb382ed83c9e
3308719,c858ba9bce833896b49878a6793dbb382ed83c9e
2327630,f3e765ca2b8c4191759b141d2e5c42215ed9090d
1826467,f3e765ca2b8c4191759b141d2e5c42215ed9090d
34533996,f3e765ca2b8c4191759b141d2e5c42215ed9090d
143902767,689c7a86d973895a14feb984b8faa3d5581038ef
8349792,689c7a86d973895a14feb984b8faa3d5581038ef
2296802333,689c7a86d973895a14feb984b8faa3d5581038ef
2730618,44ec06d911eed44ee99be61bd9ce964a824a2ed7
21024202,44ec06d911eed44ee99be61bd9ce964a824a2ed7
100960057,44ec06d911eed44ee99be61bd9ce964a824a2ed7
1860924,8afa626901e6b77b3936b8eb64df4a5a538444a0
49247239,8afa626901e6b77b3936b8eb64df4a5a538444a0
49673304,8afa626901e6b77b3936b8eb64df4a5a538444a0
145219017,6ea38aacc779506909d425aa19114b92bb1854f8
1481047992,6ea38aacc779506909d425aa19114b92bb1854f8
2410119,6ea38aacc779506909d425aa19114b92bb1854f8
1792647,59f1df2f60280eea79d195b9c561d52a77fb24de
